title,authors,first_author_last_name,doi,journal,year,abstract,keywords,type,topic,focus,material_system,material_subclass,manufacturer,instrument,configuration,laser,analysis_mode,pulse_fraction_or_energy,detection_rate,pulse_rate,base_temperature
A High Multiple Hits Correction Factor for Atom Probe Tomography,"Larson, D.J.; Prosa, T.J.; Oltman, E.; Reinhard, D.A.; Geiser, B.P.; Ulfig, R.M.; Merkulov, A.",Larson,10.1017/S1431927618005901,Microscopy and Microanalysis,2018,"Microchannel plate transducer amplifiers, used to detect ions in atom probe tomography (APT), have a reduced detection efficiency for multiple ion impacts (i.e. multiple ions that impact the detector within a very small period in time and space).","Atom Probe Tomography, Multiple Hits Correction Factor",Journal Article,Instrumentation and Technique Development,Detector,None,,,,,,Voltage,N/A,N/A,N/A,N/A
Performance Evaluation of Deep/Near-Ultraviolet Laser-Assisted Atom Probes for a range of Material systems,"Lee, Chang-Gi; Chae, Byeong-Gyu; Ro, I-Jun; Jang, Kyuseon; Woods, Eric; Ahn, Jaemin; Park, Seong Yong; Gault, Baptiste; Kim, Se-Ho",Lee,10.1016/j.actamat.2020.01.001,Acta Materialia,2024,Atom probe tomography (APT) enables near-atomic-scale three-dimensional elemental mapping through the controlled field-evaporation of surface atoms triggered by the combined application of a DC voltage and either voltage or laser pulses.,"atom probe tomography, normal ultraviolet, deep-ultraviolet, field evaporation",Journal Article,Instrumentation and Technique Development,Other,Metals and Alloys,,CAMECA,Invizo 6000,Straight Flight Path,257.5 nm,Laser,50 pJ,0.5%,200 kHz,50 K
A multi-channel constant fraction discriminator for atom probe tomography,"Li, Yangbo; Wang, Wei; Liu, Junliang; Yu, D.; Xu, Xiandong",Li,10.1088/1748-0221/21/01/T01001,Journal of Instrumentation,2026,This work presents the development and performance evaluation of a multi-channel constant-fraction discriminator (CFD) designed for delay-line position-sensitive microchannel plate detectors in atom probe tomography systems.,Analogue electronic circuits; Modular electronics,Journal Article,Instrumentation and Technique Development,Detector,None,,,,,,Voltage,N/A,N/A,N/A,N/A
Complementary use of atom probe tomography (APT) and differential hall effect metrology (DHEM) for activation loss in phosphorus-implanted polycrystalline silicon,"Lin, Kun-Lin; Lee, Fa-Yan; Chen, Yi-Meng; Tseng, Yu-Jen; Yen, Hung-Wei",Lin,10.1016/j.scriptamat.2023.115877,Scripta Materialia,2024,"The objectives of this study are to explore the activation ratios of implanted phosphorus dopants in poly-crystalline silicon (poly-Si), and to reveal the role of grain boundary segregation in incomplete activation using atom probe tomography (APT) and differential Hall effect metrology (DHEM).","Poly-Si, P implantation, Activation ratio, Atom probe tomography (APT), Differential Hall effect metrology (DHEM)",Journal Article,Materials Science and Application Studies,Grain Boundaries and Interfaces,Semiconductors,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,20 pJ,0.005 atoms per pulse,N/A,30 K
A Bottom-Up Volume Reconstruction Method for Atom Probe Tomography,"Ling, Yu-Ting; Cools, Siegfried; Bogdanowicz, Janusz; Fleischmann, Claudia; Beenhouwer, Jan De; Sijbers, Jan; Vandervorst, Wilfried",Ling,10.1017/S1431927621012836,Microscopy and Microanalysis,2022,"This paper describes a reconstruction method for atom probe tomography based on a bottom-up approach accounting for (i) the final tip morphology (which is frequently induced by inhomogeneous evaporation probabilities across the tip surface due to laser absorption, heat diffusion effects, and inhomogeneous material properties), (ii) the limited (and changing) field of view, and (iii) the detector efficiency.","atom probe tomography, laser, reconstruction, simulation, tip shape evolution, trajectory-matching, Reconstruction Method, Symmetrical Tips, Asymmetrical Tips",Journal Article,Data Reconstruction and Physical Modeling,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,50 pJ,0.5%,200 kHz,50 K
Numerical calculation of the temperature evolution and profile of the field ion emitter in the pulsed-laser time-of-flight atom probe,"Liu, H. F.; Tsong, T. T.",Liu,10.1063/1.1137658,Review of Scientific Instruments,1984,The temperature evolution and profile of metal field ion emitters under pulsed laser irradiation are solved numerically using an implicit alternating direction method.,"Atom probe, Field ionization, Laser heating, Temperature profile",Journal Article,Data Reconstruction and Physical Modeling,Other,Metals and Alloys,,,,,,Laser,50 pJ,0.5%,200 kHz,20 K
Resolving the atomic structure of supported nanometer-size Au clusters,"Lovall, D.; Buss, M.; Andres, R. P.; Reifenberger, R.",Lovall,0163-1829/98/58~23!/15889~8!/$15.00,Physical Review B,1998,"Field-ion microscopy is used to resolve the atomic structure and orientation of individual nanometer-size Au clusters supported on sharp tips of W, Pt, and a Pt/Ir alloy.","Au clusters, field-ion microscopy, atomic structure, orientation",Journal Article,Instrumentation and Technique Development,Other,Metals and Alloys,,,,,,Voltage,N/A,N/A,N/A,N/A
An Efficient Method for Preparing High-Quality Atom Probe Tomography Samples of Dual-Phase Ti Alloys,"Lu, Ruiqing; Theska, Felix; Lu, Shenglu; Wang, Hao; Qian, Ma; Primig, Sophie; Ringer, Simon P.; Liao, Xiaozhou",Lu,10.1093/mam/ozaf009,Microscopy and Microanalysis,2025,"Atom probe tomography (APT) is a powerful tool for the analysis of isotopic composition in materials. In this study, we developed a 34S/32S system in sulfides using APT. The system was calibrated using a series of sulfide standards and was found to be accurate to within 1%.","atom probe tomography, focus ion beam, sample preparation, titanium, Isotopic analysis, Sulfides",Journal Article,Specimen Preparation and Experimental Methodology,FIB,Metals and Alloys,,CAMECA,Invizo 6000,Straight Flight Path,257.5 nm,Laser,600 pJ,0.5%,200 kHz,50 K
TEMPERATURE DEPENDENCE OF IRIDIUM FIELD EVAPORATION RATE,"Menand, A.; Blavette, D.",Menand,10.1051/jphyscol:1986704,Journal de Physique Colloques,1986,"The possibility of ionic tunneling has been suggested previously by several authors, and some experiments have been already reported giving indication for the quantum mechanical tunneling of W or B ions at low temperatures.","Iridium, Field Evaporation, Temperature Dependence, Ionic Tunneling",Journal Article,Data Reconstruction and Physical Modeling,Other,Metals and Alloys,,,,,,Voltage,N/A,N/A,N/A,35-40 K
In Situ Pulsed Hydrogen Implantation in Atom Probe Tomography,"Maillet, Jean-Baptiste; Da Costa, Gerald; Klaes, Benjamin; Bacchi, Christian; Normand, Antoine; Vaudaulon, Charly; Vurpillot, François",Maillet,10.1093/mam/ozae040,Microscopy and Microanalysis,2024,"We present in this paper a successful method for implanting a high dose of H within the first 20 nm of a metallic sample. The objective was to investigate the diffusive trapping of H in various alloys, thereby enhancing our understanding of H behavior in materials. In situ pulsed implantation enables us to implant a higher dose and energy of implantation compare to continuous mode. The method is simple and straightforward, the theory and the experimental are consistent, but good control of many parameters were required. These parameters relate to the implantation and the instrument of course but also related to the tip shape. The implantation profiles were satisfactory, the implantation of H ions in Nickel reached a depth of 4 nm with a significant quantity collected in a standard APT volume (∼100,000 atoms measured) with up to 10% remaining at 10 nm of depth. Pulsed implantation allowed to reach a higher negative voltage amplitude compared to constant voltage, facilitating the ionization of a larger quantity of ions close to the apex and, consequently, thus to implant a large quantity in an atom probe specimen with moderate kinetic energy (∼1,000 eV).","atom probe tomography, atomic scale characterization, hydrogen, implantation, storage, In Situ Implantation, Hydrogen Implantation, Nickel",Journal Article,Instrumentation and Technique Development,Other,Metals and Alloys,,,,,,Voltage,20%,0.1%,100 kHz,293 K
Effect of implanted hydrogen on the evaporation field of nickel in APT analysis,"Maillet, Jean-Baptiste; Da Costa, Gerald; Bacchi, Christian; Normand, Antoine; Vaudaulon, Charly; Vurpillot, François",Maillet,10.1088/1361-6463/ade690,Journal of Physics D: Applied Physics,2025,A new method was investigated to estimate the impact of a high concentration of H on atom probe tomography (APT) when H is preimplanted in a Ni specimen.,"hydrogen, nickel, atom probe, evaporation field, hydrogen charging, hydrogen embrittlement",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,NIST,EUV Atom Probe,Straight Flight Path,29.6 nm,Voltage,20%,0.12%,100 kHz,50 K
Composition of Wide Bandgap Semiconductor Materials and Nanostructures Measured by Atom Probe Tomography and Its Dependence on the Surface Electric Field,"Mancini, Lorenzo; Amirifar, Nooshin; Shinde, Deodatta; Blum, Ivan; Gilbert, Matthieu; Vella, Angela; Vurpillot, François; Lefebvre, Williams; Lardeé, Rodrigue; Talbot, Etienne; Pareige, Philippe; Portier, Xavier; Ziani, Ahmed; Davesnne, Christian; Durand, Christophe; Eymery, Joeül; Butteé, Raphaël; Carlin, Jean-Francçois; Grandjean, Nicolas; Rigutti, Lorenzo",Mancini,10.1021/jp5071264,The Journal of Physical Chemistry C,2014,"Atom probe tomography allows for three-dimensional reconstruction of the elemental distribution in materials at the nanoscale. However, the measurement of the chemical composition of compound semiconductors may exhibit strong biases depending on the experimental parameters used.","Atom probe tomography, wide bandgap semiconductor materials, nanostructures, surface electric field, Composition Measurements, III-N Semiconductors, Metal Oxides, InGaN/GaN quantum wells, electron beam exposure",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA/GPM,LAWATAP,Straight Flight Path,344 nm,Laser,1 nJ,2.2 × 10−3 At/pls,100 kHz,40 K
Atom probe tomography for advanced metallization,"Mangelinck, D.; Panciera, F.; Hoummada, K.; El Kousseiﬁa, M.; Perrin, C.; Descoins, M.; Portavoce, A.",Mangelinck,10.1016/j.mee.2013.12.018,Microelectronic Engineering,2014,"This paper presents several examples of atom probe analysis used to illustrate the possibilities and some limitations of APT for microelectronics and metallization. These examples aim to cover most of the aspects of metallization: Si substrates (dopant profiling and impurities segregation on dislocations loops), silicide thin films (phase formation, epitaxy, dopant precipitation, alloy element), and transistors (gate stack: dopant, poly-Si, silicide, alloy element). New materials and devices were also illustrated by examples on high K/metal gate, SiGe 3D structures and nanowires.","Atom probe tomography, Metallization, Ni silicide, High K/metal gate, Nanowire, Transistor, Atom probe, Microelectronics, Silicide, Transistors, SiGe 3D structures, Nanowires",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,0.5-0.6 nJ,0.5 ions per pulse,100 kHz,50 K
Determination of the tip temperature in laser assisted atom-probe tomography using charge state distributions,"Marquis, Emmanuelle A.; Gault, Baptiste",Marquis,10.1063/1.3006017,Journal of Applied Physics,2008,The method suggested by Kellogg to estimate the temperature of a field emitter under laser pulsing irradiation is reconsidered in the case of a W-Re alloy.,"Atom probe tomography, Laser assisted atom probe, Tip temperature, Charge state distributions",Journal Article,Instrumentation and Technique Development,Other,Metals and Alloys,,,,,,Laser,0.3 nJ,0.002 atom/pulse,200 kHz,50 K
Atomic Scale Analysis of Dopants in CMOS Structures by Atom Probe Tomography,"Martin, Isabelle; Estivill, Robert; Juhel, Marc; Grenier, Adeline; Prosa, Ty J.; Larson, David J.",Martin,10.1017/S1431927616008515,Microscopy and Microanalysis,2016,"As microelectronic devices become smaller and smaller (a few nanometers), atom probe tomography (APT) becomes one of the few techniques able to provide 3D chemical information at this scale [1]. The complexity of these devices makes acceptable analysis yield a challenge because of the intimacy of disparate materials with disparate evaporation fields [2]. This study focuses on the use of test structures to avoid yield issues and provide unique analysis information about 3D dopant distributions within these simplified device structures.","Atom Probe Tomography, CMOS Structures, Dopant Analysis",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,20%,0.5%,200 kHz,50 K
Analyzing the channel dopant profile in next-generation FinFETs via atom probe tomography,"Martin, Andrew J.; Wei, Yong; Scholze, Andreas",Martin,10.1016/j.ultramic.2017.12.013,Ultramicroscopy,2018,"Dopant analysis in next-generation semiconductor devices has become increasingly difficult for traditionally used analytical techniques. Atom probe tomography has been viewed by some as a possible solution to these challenges because of its three-dimensional capabilities, forcing the atom probe to mature at a rapid pace in this particular field.","Atom probe tomography, Electron energy loss spectroscopy, FinFET, Correlative microscopy, Channel, TCAD",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,,,,,Laser,35 nJ,0.50%,50 kHz,50 K
Examining the Effect of Evaporation Field on Boron Measurements in SiGe: Insights into Improving the Relationship Between APT and SIMS Measurements of Boron,"Martin, Andrew J.; Yatzor, Brett",Martin,10.1017/S1431927619000291,Microscopy and Microanalysis,2019,Understanding and resolving discrepancies between atom probe tomography (APT) and secondary ion mass spectrometry (SIMS) measurements of B dopants in Si-based materials has long been a problem for those in the semiconductor community who wish to measure B within the source/drain SiGe of a device.,"atom probe tomography, correlative microscopy, dopant, evaporation field, SiGe, semiconductor",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 4000X Si,Straight Flight Path,355 nm,Laser,21 pJ,0.3%,125 kHz,50 K
